,Name,Price,Make,Model,Engine Size,Fuel Type,Odometer,Transmission,Body Type,Manufacturing Year,County,Doors,Color,Owners,Tax Expiry,NCT Expiry,URL
589,HYUNDAI I20,"€6,250",HYUNDAI,I20,1.6,Diesel,"182,003",Manual,Saloon,2011,Dublin,4,Silver,1,Jan-2023,May-2024,http://www.cars.ie/used-cars/HYUNDAI-I20-2011-Dublin-1735915
590,TOYOTA AVENSIS,"€13,850",TOYOTA,AVENSIS,1.3,Petrol,"89,502",Automatic,Hatchback,2016,Kildare,5,Purple,-,-,Nov-2024,http://www.cars.ie/used-cars/TOYOTA-AVENSIS-2016-Kildare-1736003
591,MAZDA DEMIO,"€7,750",MAZDA,DEMIO,2.0,Diesel,"65,001",Manual,Estate,2013,Dublin,5,Grey,1,-,-,http://www.cars.ie/used-cars/MAZDA-DEMIO-2013-Dublin-1736115
592,SKODA SUPERB,"€33,950",SKODA,SUPERB,1.5,Petrol,"63,744",Automatic,Saloon,2019,Dublin,4,Silver,1,Nov-2022,Dec-2024,http://www.cars.ie/used-cars/SKODA-SUPERB-2019-Dublin-1735912
593,TOYOTA COROLLA,"€11,950",TOYOTA,COROLLA,0.0,Petrol,"69,202",Manual,Hatchback,2014,Louth,4,Blue,3,Sep-2022,Aug-2024,http://www.cars.ie/used-cars/TOYOTA-COROLLA-2014-Louth-1736112
594,DACIA SANDERO,"€9,950",DACIA,SANDERO,1.5,Petrol,"63,744",Automatic,Saloon,2016,Cork,4,Silver,1,Nov-2022,Dec-2024,http://www.cars.ie/used-cars/DACIA-SANDERO-2016-Cork-1736070
595,TOYOTA COROLLA,"€11,950",TOYOTA,COROLLA,2.0,Diesel,"51,000",Automatic,Saloon,2014,Meath,4,Black,1,Feb-2023,Mar-2024,http://www.cars.ie/used-cars/TOYOTA-COROLLA-2014-Meath-1735936
596,AUDI A6,"€34,750",AUDI,A6,2.0,Diesel,"300,258",Manual,Saloon,2018,Dublin,4,Silver,4,-,Jul-2023,http://www.cars.ie/used-cars/AUDI-A6-2018-Dublin-1735948
597,TOYOTA AVENSIS,"€5,850",TOYOTA,AVENSIS,1.5,Hybrid,"113,003",Automatic,Hatchback,2011,Sligo,-,White,1,-,-,http://www.cars.ie/used-cars/TOYOTA-AVENSIS-2011-Sligo-1736069
598,TOYOTA AQUA,"€12,450",TOYOTA,AQUA,2.0,Diesel,0,Manual,Van,2017,Dublin,5,Blue,-,-,-,http://www.cars.ie/used-cars/TOYOTA-AQUA-2017-Dublin-1736082
599,VOLKSWAGEN TRANSPORTER,"€34,663",VOLKSWAGEN,TRANSPORTER,2.0,Petrol,"28,234",Automatic,SUV,2023,Tipperary,5,Red,1,-,Aug-2024,http://www.cars.ie/used-cars/VOLKSWAGEN-TRANSPORTER-2023-Tipperary-1736016
600,MITSUBISHI OUTLANDER,"€29,950",MITSUBISHI,OUTLANDER,1.0,Petrol,"72,420",Manual,Hatchback,2018,Dublin,5,Silver,2,Jan-2023,Mar-2024,http://www.cars.ie/used-cars/MITSUBISHI-OUTLANDER-2018-Dublin-1735939
601,FORD FIESTA,POA,FORD,FIESTA,1.6,Diesel,"112,607",Manual,Hatchback,2016,Cork,4,Grey,2,Jan-2023,Sep-2023,http://www.cars.ie/used-cars/FORD-FIESTA-2016-Cork-1736068
602,CITROEN C4 CACTUS,"€11,995",CITROEN,C4,1.2,Petrol,"50,994",Automatic,Hatchback,2015,Wexford,5,Black,-,-,-,http://www.cars.ie/used-cars/CITROEN-C4-CACTUS-2015-Wexford-1736001
603,VOLKSWAGEN GOLF,"€14,950",VOLKSWAGEN,GOLF,1.5,Diesel,"94,761",Manual,Hatchback,2014,Dublin,5,White,1,Nov-2022,Jul-2023,http://www.cars.ie/used-cars/VOLKSWAGEN-GOLF-2014-Dublin-1736113
604,RENAULT CAPTUR,"€16,450",RENAULT,CAPTUR,1.2,Petrol,"85,001",Automatic,Hatchback,2019,Dublin,5,Silver,1,Oct-2022,Aug-2024,http://www.cars.ie/used-cars/RENAULT-CAPTUR-2019-Dublin-1736005
605,NISSAN NOTE,"€11,995",NISSAN,NOTE,1.6,Diesel,"225,308",Manual,Van,2017,Dublin,4,White,2,Oct-2022,-,http://www.cars.ie/used-cars/NISSAN-NOTE-2017-Dublin-1736036
606,CITROEN BERLINGO,"€8,950",CITROEN,BERLINGO,1.5,Diesel,"92,302",Manual,Estate,2017,Dublin,5,Black,1,Jan-2023,Feb-2024,http://www.cars.ie/used-cars/CITROEN-BERLINGO-2017-Dublin-1736067
607,FORD FOCUS,"€14,850",FORD,FOCUS,2.0,Diesel,"232,006",Manual,Van,2018,Kildare,3,White,1,Nov-2022,-,http://www.cars.ie/used-cars/FORD-FOCUS-2018-Kildare-1736002
608,FORD TRANSIT CUSTOM,"€12,950",FORD,TRANSIT,1.0,Petrol,"22,040",Manual,Hatchback,2018,Dublin,5,White,1,Mar-2023,Feb-2024,http://www.cars.ie/used-cars/FORD-TRANSIT-CUSTOM-2018-Dublin-1736066
609,HYUNDAI I10,"€14,950",HYUNDAI,I10,1.5,Diesel,"156,870",Manual,Hatchback,2020,Dublin,4,White,1,Feb-2023,Nov-2024,http://www.cars.ie/used-cars/HYUNDAI-I10-2020-Dublin-1735895
610,FORD MONDEO,"€17,995",FORD,MONDEO,2.0,Petrol,"114,762",Automatic,Saloon,2017,Wexford,4,Blue,2,Jan-2023,Jan-2024,http://www.cars.ie/used-cars/FORD-MONDEO-2017-Wexford-1736000
611,BMW 5 SERIES,"€32,950",BMW,5,1.2,Petrol,"68,308",Automatic,Hatchback,2018,Dublin,5,Black,1,-,Oct-2024,http://www.cars.ie/used-cars/BMW-5-SERIES-2018-Dublin-1735896
612,SUZUKI SWIFT,"€10,950",SUZUKI,SWIFT,1.2,Petrol,"26,499",Manual,Hatchback,2014,Dublin,5,Silver,1,Jul-2023,Nov-2024,http://www.cars.ie/used-cars/SUZUKI-SWIFT-2014-Dublin-1736111
613,VOLKSWAGEN GOLF,"€16,450",VOLKSWAGEN,GOLF,1.5,Diesel,"167,600",Manual,Hatchback,2016,Dublin,5,Black,1,Feb-2023,May-2024,http://www.cars.ie/used-cars/VOLKSWAGEN-GOLF-2016-Dublin-1736059
614,PEUGEOT 308,"€13,995",PEUGEOT,308,1.2,Petrol,"25,363",Manual,MPV,2018,Wexford,4,White,1,Dec-2022,Jan-2024,http://www.cars.ie/used-cars/PEUGEOT-308-2018-Wexford-1735999
615,PEUGEOT 5008,"€41,950",PEUGEOT,5008,1.0,Petrol,"154,897",Manual,Hatchback,2020,Louth,5,Blue,3,-,Nov-2024,http://www.cars.ie/used-cars/PEUGEOT-5008-2020-Louth-1735966
616,FORD FIESTA,"€10,995",FORD,FIESTA,2.4,Petrol,"112,654",Automatic,SUV,2016,Dublin,5,Silver,1,Dec-2022,Apr-2023,http://www.cars.ie/used-cars/FORD-FIESTA-2016-Dublin-1736022
617,MITSUBISHI OUTLANDER,"€30,495",MITSUBISHI,OUTLANDER,1.6,Diesel,"108,651",Manual,Hatchback,2019,Dublin,5,Grey,1,Sep-2023,Jul-2023,http://www.cars.ie/used-cars/MITSUBISHI-OUTLANDER-2019-Dublin-1736035
618,OPEL ASTRA,"€16,995",OPEL,ASTRA,1.4,Petrol,"33,613",Manual,Estate,2019,Waterford,5,Grey,1,Jun-2023,Jul-2023,http://www.cars.ie/used-cars/OPEL-ASTRA-2019-Waterford-1735890
619,KIA STONIC,"€17,950",KIA,STONIC,1.2,Petrol,"73,001",Automatic,Hatchback,2019,Cork,5,Grey,1,Dec-2022,Mar-2023,http://www.cars.ie/used-cars/KIA-STONIC-2019-Cork-1735930
620,NISSAN NOTE,"€13,995",NISSAN,NOTE,2.0,Diesel,0,Manual,Van,2019,Dublin,4,White,-,-,-,http://www.cars.ie/used-cars/NISSAN-NOTE-2019-Dublin-1736034
621,VOLKSWAGEN TRANSPORTER,"€33,939",VOLKSWAGEN,TRANSPORTER,1.2,Petrol,"119,857",Automatic,Hatchback,2023,Tipperary,5,Black,1,Aug-2022,May-2024,http://www.cars.ie/used-cars/VOLKSWAGEN-TRANSPORTER-2023-Tipperary-1736017
622,NISSAN NOTE,"€14,395",NISSAN,NOTE,1.4,Diesel,"189,958",Manual,Hatchback,2017,Dublin,4,Silver,2,Oct-2022,May-2023,http://www.cars.ie/used-cars/NISSAN-NOTE-2017-Dublin-1736033
623,TOYOTA AURIS,POA,TOYOTA,AURIS,2.0,Diesel,0,Automatic,Van,2015,Dublin,5,Grey,-,-,-,http://www.cars.ie/used-cars/TOYOTA-AURIS-2015-Dublin-1736027
624,VOLKSWAGEN TRANSPORTER,"€36,744",VOLKSWAGEN,TRANSPORTER,1.2,Petrol,"85,001",Manual,Hatchback,2023,Tipperary,5,White,1,Dec-2022,Nov-2024,http://www.cars.ie/used-cars/VOLKSWAGEN-TRANSPORTER-2023-Tipperary-1736019
625,NISSAN NOTE,"€16,395",NISSAN,NOTE,1.7,Diesel,"136,767",Manual,Estate,2018,Dublin,5,Bronze,2,Apr-2023,Jan-2024,http://www.cars.ie/used-cars/NISSAN-NOTE-2018-Dublin-1736028
626,HYUNDAI TUCSON,"€18,995",HYUNDAI,TUCSON,1.0,Petrol,"106,970",Manual,Hatchback,2016,Dublin,4,Red,1,Nov-2022,Jun-2023,http://www.cars.ie/used-cars/HYUNDAI-TUCSON-2016-Dublin-1735862
627,TOYOTA YARIS,"€15,950",TOYOTA,YARIS,1.8,Hybrid,"105,772",Automatic,Saloon,2019,Dublin,4,Silver,1,Nov-2022,Mar-2023,http://www.cars.ie/used-cars/TOYOTA-YARIS-2019-Dublin-1736064
628,TOYOTA COROLLA,"€22,450",TOYOTA,COROLLA,1.4,Petrol,"71,247",Manual,MPV,2019,Dublin,4,Blue,2,Oct-2022,Oct-2023,http://www.cars.ie/used-cars/TOYOTA-COROLLA-2019-Dublin-1736110
629,NISSAN NOTE,"€7,950",NISSAN,NOTE,1.6,Diesel,"87,033",Manual,Saloon,2013,Dublin,4,Grey,2,Sep-2018,Jan-2020,http://www.cars.ie/used-cars/NISSAN-NOTE-2013-Dublin-1736063
630,TOYOTA AVENSIS,"€15,950",TOYOTA,AVENSIS,1.4,Diesel,"182,018",Manual,Hatchback,2016,Dublin,4,Blue,3,Nov-2022,Jun-2023,http://www.cars.ie/used-cars/TOYOTA-AVENSIS-2016-Dublin-1736062
631,TOYOTA AURIS,"€12,000",TOYOTA,AURIS,1.5,Diesel,"74,200",Manual,SUV,2015,Kilkenny,4,Grey,2,Feb-2023,Jul-2022,http://www.cars.ie/used-cars/TOYOTA-AURIS-2015-Kilkenny-1736061
632,RENAULT KADJAR,"€24,000",RENAULT,KADJAR,1.8,Hybrid,"99,953",Automatic,SUV,2018,Kilkenny,5,Silver,1,Nov-2022,Mar-2023,http://www.cars.ie/used-cars/RENAULT-KADJAR-2018-Kilkenny-1736060
633,TOYOTA C-HR,"€25,949",TOYOTA,C-HR,1.6,Petrol,"18,800",Automatic,Saloon,2019,Dublin,4,Brown,1,Jan-2023,Jun-2022,http://www.cars.ie/used-cars/TOYOTA-C-HR-2019-Dublin-1736108
634,TOYOTA COROLLA,"€18,950",TOYOTA,COROLLA,1.6,Diesel,"272,896",Manual,Van,2016,Dublin,5,Grey,2,Jul-2022,Dec-2023,http://www.cars.ie/used-cars/TOYOTA-COROLLA-2016-Dublin-1736106
635,OPEL VIVARO,POA,OPEL,VIVARO,1.6,Diesel,"178,494",Manual,Van,2016,Dublin,5,White,1,Feb-2023,-,http://www.cars.ie/used-cars/OPEL-VIVARO-2016-Dublin-1736026
636,OPEL VIVARO,POA,OPEL,VIVARO,1.3,Petrol,0,Manual,SUV,2019,Dublin,5,Wine,-,Dec-2024,Apr-2026,http://www.cars.ie/used-cars/OPEL-VIVARO-2019-Dublin-1736025
637,NISSAN QASHQAI,"€42,500",NISSAN,QASHQAI,1.6,Diesel,"197,004",Manual,Hatchback,2023,Cork,5,Grey,3,Jan-2023,Aug-2024,http://www.cars.ie/used-cars/NISSAN-QASHQAI-2023-Cork-1735940
638,VAUXHALL INSIGNIA,"€9,950",VAUXHALL,INSIGNIA,1.0,Petrol,"38,011",Manual,Hatchback,2016,Galway,4,White,1,-,Nov-2024,http://www.cars.ie/used-cars/VAUXHALL-INSIGNIA-2016-Galway-1735947
639,NISSAN MICRA,"€13,995",NISSAN,MICRA,1.3,Petrol,"70,421",Automatic,Hatchback,2018,Dublin,5,White,-,-,Nov-2024,http://www.cars.ie/used-cars/NISSAN-MICRA-2018-Dublin-1735955
640,MAZDA DEMIO,"€8,950",MAZDA,DEMIO,1.2,Petrol,"130,014",Manual,Hatchback,2014,Dublin,4,Silver,1,Sep-2022,Nov-2024,http://www.cars.ie/used-cars/MAZDA-DEMIO-2014-Dublin-1736105
641,FORD FIESTA,"€10,995",FORD,FIESTA,2.0,Diesel,"91,732",Automatic,Saloon,2015,Dublin,4,Black,2,Jan-2023,Oct-2023,http://www.cars.ie/used-cars/FORD-FIESTA-2015-Dublin-1735954
642,AUDI A6,"€28,900",AUDI,A6,1.0,Petrol,"94,301",Manual,Hatchback,2017,Dublin,5,Black,3,Feb-2023,May-2023,http://www.cars.ie/used-cars/AUDI-A6-2017-Dublin-1735984
643,VOLKSWAGEN POLO,POA,VOLKSWAGEN,POLO,1.0,Petrol,"197,967",Manual,Hatchback,2017,Dublin,5,Blue,1,Sep-2022,Sep-2024,http://www.cars.ie/used-cars/VOLKSWAGEN-POLO-2017-Dublin-1736024
644,FORD FOCUS,"€10,995",FORD,FOCUS,1.0,Petrol,"52,141",Automatic,Hatchback,2014,Dublin,5,Blue,-,-,Nov-2024,http://www.cars.ie/used-cars/FORD-FOCUS-2014-Dublin-1735953
645,MITSUBISHI MIRAGE,"€7,450",MITSUBISHI,MIRAGE,1.0,Petrol,"64,374",Automatic,Hatchback,2013,Dublin,5,White,1,-,Dec-2024,http://www.cars.ie/used-cars/MITSUBISHI-MIRAGE-2013-Dublin-1736104
646,TOYOTA YARIS,"€11,950",TOYOTA,YARIS,1.5,Diesel,"198,004",Manual,Hatchback,2017,Dublin,5,Silver,1,Nov-2022,Oct-2022,http://www.cars.ie/used-cars/TOYOTA-YARIS-2017-Dublin-1735914
647,RENAULT MEGANE,"€3,500",RENAULT,MEGANE,1.5,Diesel,"199,005",Manual,MPV,2009,Cork,5,White,1,Feb-2023,May-2024,http://www.cars.ie/used-cars/RENAULT-MEGANE-2009-Cork-1735944
648,NISSAN QASHQAI,"€11,950",NISSAN,QASHQAI,2.0,Diesel,"183,016",Automatic,Saloon,2015,Dublin,4,Silver,1,Jan-2023,Jul-2023,http://www.cars.ie/used-cars/NISSAN-QASHQAI-2015-Dublin-1736013
649,VOLVO S80,"€13,950",VOLVO,S80,1.3,Petrol,"20,469",Manual,MPV,2015,Leitrim,4,Grey,1,Jun-2022,Jan-2024,http://www.cars.ie/used-cars/VOLVO-S80-2015-Leitrim-1735910
650,NISSAN QASHQAI,"€27,950",NISSAN,QASHQAI,1.5,Diesel,10,Manual,Hatchback,2020,Mayo,5,Grey,1,Feb-2023,Mar-2023,http://www.cars.ie/used-cars/NISSAN-QASHQAI-2020-Mayo-1735919
651,FORD FOCUS,POA,FORD,FOCUS,1.5,Diesel,"144,683",Manual,Saloon,2019,Kerry,4,Blue,3,Dec-2022,Jul-2023,http://www.cars.ie/used-cars/FORD-FOCUS-2019-Kerry-1736058
652,RENAULT MEGANE,"€14,850",RENAULT,MEGANE,1.5,Hybrid,"139,377",Automatic,Hatchback,2017,Limerick,5,White,1,-,Sep-2024,http://www.cars.ie/used-cars/RENAULT-MEGANE-2017-Limerick-1735956
653,TOYOTA AQUA,"€9,495",TOYOTA,AQUA,1.5,Petrol,"139,277",Automatic,Hatchback,2015,Dublin,5,White,1,-,Sep-2024,http://www.cars.ie/used-cars/TOYOTA-AQUA-2015-Dublin-1736102
654,TOYOTA PRIUS,"€9,495",TOYOTA,PRIUS,1.8,Petrol,"111,341",Automatic,Hatchback,2015,Dublin,4,Grey,1,Sep-2023,Jul-2023,http://www.cars.ie/used-cars/TOYOTA-PRIUS-2015-Dublin-1736103
655,TOYOTA C-HR,"€24,950",TOYOTA,C-HR,1.8,Petrol,"89,001",Automatic,Hatchback,2019,Dublin,5,White,1,Jun-2022,Oct-2024,http://www.cars.ie/used-cars/TOYOTA-C-HR-2019-Dublin-1736008
656,TOYOTA PRIUS,"€13,995",TOYOTA,PRIUS,1.2,Petrol,"12,350",Automatic,SUV,2014,Dublin,5,White,1,Dec-2022,Jan-2026,http://www.cars.ie/used-cars/TOYOTA-PRIUS-2014-Dublin-1736023
657,OPEL CROSSLAND X,"€31,500",OPEL,CROSSLAND,2.0,Diesel,"198,520",Manual,Estate,2022,Cork,5,Black,1,Oct-2023,Apr-2023,http://www.cars.ie/used-cars/OPEL-CROSSLAND-X-2022-Cork-1735950
658,AUDI A4,"€9,949",AUDI,A4,1.6,Diesel,"40,135",Manual,MPV,2010,Dublin,5,Black,1,Nov-2022,Feb-2023,http://www.cars.ie/used-cars/AUDI-A4-2010-Dublin-1735935
659,KIA SPORTAGE,"€28,800",KIA,SPORTAGE,2.1,Diesel,"128,659",Automatic,Coupe,2019,Cork,4,Grey,2,Oct-2022,Dec-2022,http://www.cars.ie/used-cars/KIA-SPORTAGE-2019-Cork-1735949
660,MERCEDES-BENZ CLS CLASS,"€25,950",MERCEDES-BENZ,CLS,2.0,Diesel,"115,679",Automatic,MPV,2015,Dublin,5,Blue,1,Feb-2023,Feb-2023,http://www.cars.ie/used-cars/MERCEDES-BENZ-CLS-CLASS-2015-Dublin-1736101
661,VOLKSWAGEN CADDY,"€29,950",VOLKSWAGEN,CADDY,2.0,Diesel,"137,059",Automatic,MPV,2019,Dublin,5,Blue,1,Feb-2023,Feb-2023,http://www.cars.ie/used-cars/VOLKSWAGEN-CADDY-2019-Dublin-1736007
662,VOLKSWAGEN CADDY,"€28,950",VOLKSWAGEN,CADDY,1.3,Petrol,"38,520",Automatic,SUV,2019,Dublin,5,Blue,1,-,-,http://www.cars.ie/used-cars/VOLKSWAGEN-CADDY-2019-Dublin-1736006
663,NISSAN QASHQAI,"€28,995",NISSAN,QASHQAI,1.1,Diesel,"178,637",Manual,Hatchback,2020,Dublin,3,White,2,-,-,http://www.cars.ie/used-cars/NISSAN-QASHQAI-2020-Dublin-1736032
664,KIA RIO,"€6,950",KIA,RIO,1.2,Petrol,"114,263",Manual,Hatchback,2012,Dublin,5,Silver,2,-,-,http://www.cars.ie/used-cars/KIA-RIO-2012-Dublin-1735943
665,SKODA FABIA,"€9,950",SKODA,FABIA,1.2,Diesel,"179,853",Manual,Van,2014,Clare,3,White,2,Jul-2022,-,http://www.cars.ie/used-cars/SKODA-FABIA-2014-Clare-1735996
666,FIAT FIORINO,POA,FIAT,FIORINO,2.0,Diesel,"129,230",Automatic,Estate,2013,Kerry,5,Gold,1,Dec-2022,Jan-2024,http://www.cars.ie/used-cars/FIAT-FIORINO-2013-Kerry-1735990
667,VOLVO V70,"€21,950",VOLVO,V70,1.6,Diesel,"122,302",Manual,MPV,2016,Dublin,4,Black,3,Feb-2023,Mar-2024,http://www.cars.ie/used-cars/VOLVO-V70-2016-Dublin-1735997
668,FORD C-MAX,"€11,450",FORD,C-MAX,1.2,Petrol,"94,951",Manual,Hatchback,2014,Clare,5,Blue,2,-,-,http://www.cars.ie/used-cars/FORD-C-MAX-2014-Clare-1735995
669,FORD FIESTA,"€10,950",FORD,FIESTA,1.6,Diesel,"159,453",Manual,Hatchback,2015,Dublin,4,Red,4,-,Jul-2024,http://www.cars.ie/used-cars/FORD-FIESTA-2015-Dublin-1735942
670,FORD FOCUS,"€9,975",FORD,FOCUS,1.2,Petrol,"136,132",Manual,Hatchback,2014,Wicklow,5,Grey,2,Sep-2022,Aug-2022,http://www.cars.ie/used-cars/FORD-FOCUS-2014-Wicklow-1736014
671,SKODA FABIA,"€4,250",SKODA,FABIA,2.0,Diesel,"162,450",Manual,Estate,2010,Wexford,4,White,2,Apr-2023,Jul-2024,http://www.cars.ie/used-cars/SKODA-FABIA-2010-Wexford-1736057
672,AUDI A4,"€15,975",AUDI,A4,1.3,Petrol,"67,592",Automatic,Hatchback,2014,Wexford,5,Black,-,-,-,http://www.cars.ie/used-cars/AUDI-A4-2014-Wexford-1735928
673,TOYOTA YARIS,"€9,500",TOYOTA,YARIS,1.8,Petrol,"29,750",Automatic,Hatchback,2013,Laois,5,Grey,1,Sep-2023,Jul-2024,http://www.cars.ie/used-cars/TOYOTA-YARIS-2013-Laois-1735908
674,TOYOTA C-HR,"€27,500",TOYOTA,C-HR,1.0,Petrol,"19,750",Automatic,Hatchback,2018,Dublin,5,Silver,3,Nov-2022,-,http://www.cars.ie/used-cars/TOYOTA-C-HR-2018-Dublin-1736012
675,TOYOTA YARIS,"€12,999",TOYOTA,YARIS,2.3,Diesel,"122,786",Manual,Van,2016,Dublin,5,White,2,Feb-2023,-,http://www.cars.ie/used-cars/TOYOTA-YARIS-2016-Dublin-1736011
676,FIAT DUCATO,POA,FIAT,DUCATO,2.0,Diesel,"208,875",Automatic,Saloon,2014,Kerry,4,Grey,1,Sep-2022,Mar-2024,http://www.cars.ie/used-cars/FIAT-DUCATO-2014-Kerry-1735989
677,AUDI A6,"€22,950",AUDI,A6,1.0,Petrol,"3,214",Manual,MPV,2016,Galway,4,Grey,1,May-2023,May-2026,http://www.cars.ie/used-cars/AUDI-A6-2016-Galway-1735968
678,NISSAN MICRA,"€22,000",NISSAN,MICRA,1.6,Diesel,"195,274",Manual,Hatchback,2022,Mayo,4,Grey,4,Jun-2022,Sep-2023,http://www.cars.ie/used-cars/NISSAN-MICRA-2022-Mayo-1735922
679,SKODA OCTAVIA,"€4,450",SKODA,OCTAVIA,1.6,Diesel,"125,529",Manual,Hatchback,2012,Dublin,5,Brown,1,Nov-2022,Apr-2023,http://www.cars.ie/used-cars/SKODA-OCTAVIA-2012-Dublin-1736055
680,HYUNDAI I30,"€11,950",HYUNDAI,I30,1.4,Diesel,"96,213",Automatic,Hatchback,2014,Galway,5,Grey,3,Sep-2023,Nov-2024,http://www.cars.ie/used-cars/HYUNDAI-I30-2014-Galway-1735987
681,VOLKSWAGEN POLO,"€15,950",VOLKSWAGEN,POLO,0.0,Electric,"44,761",Automatic,Hatchback,2016,Leitrim,4,Grey,1,Aug-2022,Mar-2024,http://www.cars.ie/used-cars/VOLKSWAGEN-POLO-2016-Leitrim-1735909
682,NISSAN LEAF,"€30,500",NISSAN,LEAF,1.2,Petrol,"69,000",Manual,Hatchback,2020,Mayo,3,Grey,3,Jan-2022,Nov-2024,http://www.cars.ie/used-cars/NISSAN-LEAF-2020-Mayo-1735925
683,OPEL CORSA,"€7,750",OPEL,CORSA,2.0,Petrol,"110,884",Automatic,Saloon,2013,Dublin,4,Blue,2,-,Jul-2023,http://www.cars.ie/used-cars/OPEL-CORSA-2013-Dublin-1735998
684,BMW 3 SERIES,POA,BMW,3,2.0,Diesel,"101,388",Automatic,Saloon,2017,Limerick,4,Black,1,-,Sep-2023,http://www.cars.ie/used-cars/BMW-3-SERIES-2017-Limerick-1736076
685,AUDI A4,POA,AUDI,A4,1.8,Petrol,"38,355",Automatic,Hatchback,2019,Limerick,5,Silver,-,Oct-2022,Feb-2023,http://www.cars.ie/used-cars/AUDI-A4-2019-Limerick-1736077
686,TOYOTA COROLLA,"€22,999",TOYOTA,COROLLA,1.8,Petrol,"38,355",Automatic,Hatchback,2019,Galway,5,Silver,-,Oct-2022,Feb-2023,http://www.cars.ie/used-cars/TOYOTA-COROLLA-2019-Galway-1736086
687,TOYOTA COROLLA,"€22,999",TOYOTA,COROLLA,1.5,Diesel,"160,004",Manual,MPV,2019,Galway,4,Silver,3,Dec-2022,Nov-2024,http://www.cars.ie/used-cars/TOYOTA-COROLLA-2019-Galway-1736085
688,FORD B-MAX,"€8,250",FORD,B-MAX,1.3,Petrol,"19,632",Automatic,Saloon,2014,Dublin,4,White,2,Sep-2023,Feb-2024,http://www.cars.ie/used-cars/FORD-B-MAX-2014-Dublin-1735946
689,MERCEDES-BENZ CL CLASS,"€38,950",MERCEDES-BENZ,CL,1.5,Diesel,"99,779",Manual,MPV,2020,Louth,4,Silver,2,May-2023,Jun-2023,http://www.cars.ie/used-cars/MERCEDES-BENZ-CL-CLASS-2020-Louth-1735959
690,NISSAN JUKE,POA,NISSAN,JUKE,1.0,Petrol,"134,053",Automatic,Hatchback,2015,Laois,5,Black,1,Nov-2022,Nov-2024,http://www.cars.ie/used-cars/NISSAN-JUKE-2015-Laois-1735906
691,VOLKSWAGEN GOLF,"€19,950",VOLKSWAGEN,GOLF,2.3,Diesel,"147,671",Automatic,Pickup,2019,Dublin,4,Black,1,Dec-2022,-,http://www.cars.ie/used-cars/VOLKSWAGEN-GOLF-2019-Dublin-1735861
692,NISSAN NAVARA,POA,NISSAN,NAVARA,2.0,Diesel,13,Automatic,SUV,2017,Kerry,5,Black,1,-,-,http://www.cars.ie/used-cars/NISSAN-NAVARA-2017-Kerry-1735991
693,VOLVO XC60,POA,VOLVO,XC60,1.3,Petrol,"70,811",Automatic,Hatchback,2022,Galway,5,Silver,-,-,-,http://www.cars.ie/used-cars/VOLVO-XC60-2022-Galway-1735960
694,TOYOTA YARIS,"€9,500",TOYOTA,YARIS,1.5,Diesel,"87,973",Manual,Hatchback,2013,Laois,4,Silver,2,Oct-2022,Apr-2023,http://www.cars.ie/used-cars/TOYOTA-YARIS-2013-Laois-1735907
