,Name,Price,Make,Model,Engine Size,Fuel Type,Odometer,Transmission,Body Type,Manufacturing Year,County,Doors,Color,Owners,Tax Expiry,NCT Expiry,URL
115,LEXUS IS 220 D,POA,LEXUS,IS,2.2,Diesel,"158,394",Manual,Saloon,2008,Dublin,4,Black,2,-,Mar-2023,http://www.cars.ie/used-cars/LEXUS-IS-220-D-2008-Dublin-1736539
116,AUDI A5,POA,AUDI,A5,1.8,Petrol,"196,420",Manual,Coupe,2008,Dublin,2,Black,3,-,Mar-2023,http://www.cars.ie/used-cars/AUDI-A5-2008-Dublin-1736538
117,VOLKSWAGEN GOLF,POA,VOLKSWAGEN,GOLF,1.9,Diesel,"283,569",Manual,Hatchback,2007,Dublin,5,Black,2,-,Mar-2023,http://www.cars.ie/used-cars/VOLKSWAGEN-GOLF-2007-Dublin-1736537
118,LAND ROVER DISCOVERY,POA,LAND,ROVER,2.7,Diesel,"287,084",Manual,Estate,2007,Dublin,5,-,3,-,-,http://www.cars.ie/used-cars/LAND-ROVER-DISCOVERY-2007-Dublin-1736536
119,FORD FOCUS,POA,FORD,FOCUS,1.6,Diesel,0,Manual,Estate,2007,Dublin,5,Blue,4,-,-,http://www.cars.ie/used-cars/FORD-FOCUS-2007-Dublin-1736535
120,FORD FIESTA,POA,FORD,FIESTA,1.2,Petrol,"158,309",Manual,Hatchback,2006,Dublin,5,Purple,3,-,May-2023,http://www.cars.ie/used-cars/FORD-FIESTA-2006-Dublin-1736534
121,SEAT IBIZA,POA,SEAT,IBIZA,1.6,Diesel,"158,258",Manual,Hatchback,2018,Dublin,5,Grey,1,-,Nov-2022,http://www.cars.ie/used-cars/SEAT-IBIZA-2018-Dublin-1736532
122,MERCEDES-BENZ A CLASS,POA,MERCEDES-BENZ,A,1.6,Petrol,"85,203",Automatic,Hatchback,2015,Dublin,5,White,2,-,Aug-2023,http://www.cars.ie/used-cars/MERCEDES-BENZ-A-CLASS-2015-Dublin-1736588
123,BMW 5 SERIES,POA,BMW,5,2.0,Diesel,"20,012",Automatic,Estate,2018,Dublin,4,White,2,-,Jan-2022,http://www.cars.ie/used-cars/BMW-5-SERIES-2018-Dublin-1736587
124,HYUNDAI TUCSON,"€22,995",HYUNDAI,TUCSON,1.7,Diesel,"91,499",Manual,SUV,2017,Cork,5,Grey,1,Oct-2023,Jan-2023,http://www.cars.ie/used-cars/HYUNDAI-TUCSON-2017-Cork-1736530
125,HYUNDAI TUCSON,"€27,995",HYUNDAI,TUCSON,1.6,Diesel,"54,425",Manual,SUV,2019,Cork,5,Brown,2,Jun-2023,Jan-2023,http://www.cars.ie/used-cars/HYUNDAI-TUCSON-2019-Cork-1736529
126,TOYOTA YARIS,"€16,495",TOYOTA,YARIS,1.0,Petrol,"24,267",Manual,Hatchback,2017,Meath,5,Grey,3,Feb-2023,Jul-2021,http://www.cars.ie/used-cars/TOYOTA-YARIS-2017-Meath-1736528
127,VOLKSWAGEN PASSAT,"€11,950",VOLKSWAGEN,PASSAT,2.0,Diesel,"178,637",Automatic,Saloon,2014,Limerick,4,Black,3,Nov-2022,May-2024,http://www.cars.ie/used-cars/VOLKSWAGEN-PASSAT-2014-Limerick-1736581
128,SEAT ARONA,"€20,495",SEAT,ARONA,1.0,Petrol,"48,386",Manual,SUV,2021,Limerick,5,Grey,1,Jan-2023,Jul-2025,http://www.cars.ie/used-cars/SEAT-ARONA-2021-Limerick-1736527
129,RENAULT CLIO,"€16,945",RENAULT,CLIO,1.0,Petrol,"55,611",Manual,Hatchback,2021,Limerick,5,Blue,1,Dec-2022,Mar-2025,http://www.cars.ie/used-cars/RENAULT-CLIO-2021-Limerick-1736526
130,VOLKSWAGEN PASSAT,POA,VOLKSWAGEN,PASSAT,2.0,Diesel,"73,545",Manual,Saloon,2020,Laois,4,Red,1,Sep-2022,Sep-2024,http://www.cars.ie/used-cars/VOLKSWAGEN-PASSAT-2020-Laois-1736525
131,BMW 4 SERIES,"€29,995",BMW,4,2.0,Diesel,"47,059",Automatic,Convertible,2014,Westmeath,2,Black,2,Feb-2023,Mar-2024,http://www.cars.ie/used-cars/BMW-4-SERIES-2014-Westmeath-1736580
132,MERCEDES-BENZ E CLASS,"€29,995",MERCEDES-BENZ,E,2.0,Diesel,"111,456",Automatic,Saloon,2017,Dublin,4,Silver,2,Jul-2023,Jan-2023,http://www.cars.ie/used-cars/MERCEDES-BENZ-E-CLASS-2017-Dublin-1736579
133,MERCEDES-BENZ C CLASS,"€22,995",MERCEDES-BENZ,C,1.6,Diesel,"85,849",Automatic,Saloon,2016,Dublin,4,Silver,2,Mar-2023,Aug-2022,http://www.cars.ie/used-cars/MERCEDES-BENZ-C-CLASS-2016-Dublin-1736578
134,NISSAN QASHQAI,"€19,995",NISSAN,QASHQAI,1.2,Petrol,"102,531",Manual,SUV,2017,Dublin,4,Grey,1,Feb-2023,Feb-2023,http://www.cars.ie/used-cars/NISSAN-QASHQAI-2017-Dublin-1736523
135,NISSAN NV300,"€17,069",NISSAN,NV300,1.6,Diesel,"84,082",Manual,Van,2018,Dublin,4,White,1,Mar-2022,-,http://www.cars.ie/used-cars/NISSAN-NV300-2018-Dublin-1736522
136,NISSAN X-TRAIL,POA,NISSAN,X-TRAIL,1.6,Diesel,"135,468",Manual,SUV,2017,Dublin,4,Grey,2,Feb-2023,Mar-2023,http://www.cars.ie/used-cars/NISSAN-X-TRAIL-2017-Dublin-1736521
137,NISSAN NAVARA,"€25,199",NISSAN,NAVARA,2.3,Diesel,"104,644",Manual,Van,2018,Dublin,4,Grey,1,Aug-2022,-,http://www.cars.ie/used-cars/NISSAN-NAVARA-2018-Dublin-1736520
138,MERCEDES-BENZ GLE CLASS,"€46,995",MERCEDES-BENZ,GLE,2.1,Diesel,"120,353",Automatic,SUV,2017,Dublin,5,Black,2,Dec-2021,Jul-2021,http://www.cars.ie/used-cars/MERCEDES-BENZ-GLE-CLASS-2017-Dublin-1736577
139,FORD ECOSPORT,"€15,950",FORD,ECOSPORT,1.5,Diesel,"109,747",Manual,SUV,2017,Kilkenny,5,White,2,May-2023,Feb-2023,http://www.cars.ie/used-cars/FORD-ECOSPORT-2017-Kilkenny-1736449
140,FORD MONDEO,"€16,950",FORD,MONDEO,2.0,Diesel,"145,412",Manual,Hatchback,2017,Kilkenny,5,Blue,2,Jan-2022,Apr-2023,http://www.cars.ie/used-cars/FORD-MONDEO-2017-Kilkenny-1736448
141,FORD FOCUS,"€24,950",FORD,FOCUS,1.0,Petrol,"27,000",Manual,Hatchback,2020,Kilkenny,5,Red,2,Apr-2023,Oct-2024,http://www.cars.ie/used-cars/FORD-FOCUS-2020-Kilkenny-1736447
142,SEAT IBIZA,"€5,950",SEAT,IBIZA,1.2,Petrol,"177,950",Manual,Hatchback,2011,Cork,3,Grey,3,Jan-2023,May-2023,http://www.cars.ie/used-cars/SEAT-IBIZA-2011-Cork-1736519
143,SEAT ARONA,"€20,495",SEAT,ARONA,1.0,Petrol,"53,197",Manual,SUV,2021,Dublin,5,Grey,1,Jan-2023,Jul-2025,http://www.cars.ie/used-cars/SEAT-ARONA-2021-Dublin-1736518
144,KIA CEED,"€23,450",KIA,CEED,1.0,Petrol,"41,069",Manual,Hatchback,2021,Laois,5,Red,2,Oct-2022,Jan-2025,http://www.cars.ie/used-cars/KIA-CEED-2021-Laois-1736517
145,MG ZS,"€29,450",MG,ZS,0.0,Electric,"27,922",Automatic,SUV,2021,Dublin,5,White,1,-,-,http://www.cars.ie/used-cars/MG-ZS-2021-Dublin-1736446
146,OPEL COMBO,POA,OPEL,COMBO,1.5,Diesel,0,Manual,Van,2023,Dublin,-,White,-,-,-,http://www.cars.ie/used-cars/OPEL-COMBO-2023-Dublin-1736445
147,OPEL COMBO,POA,OPEL,COMBO,1.5,Diesel,0,Manual,Van,2023,Dublin,-,White,-,-,-,http://www.cars.ie/used-cars/OPEL-COMBO-2023-Dublin-1736444
148,OPEL COMBO,POA,OPEL,COMBO,1.5,Diesel,0,Manual,Van,2023,Dublin,-,White,-,-,-,http://www.cars.ie/used-cars/OPEL-COMBO-2023-Dublin-1736443
149,OPEL COMBO,POA,OPEL,COMBO,1.5,Diesel,0,Manual,Van,2023,Dublin,-,White,-,-,-,http://www.cars.ie/used-cars/OPEL-COMBO-2023-Dublin-1736442
150,OPEL COMBO,POA,OPEL,COMBO,1.5,Diesel,0,Manual,Van,2023,Dublin,-,White,-,-,-,http://www.cars.ie/used-cars/OPEL-COMBO-2023-Dublin-1736441
151,OPEL COMBO,POA,OPEL,COMBO,1.5,Diesel,0,Manual,Van,2023,Dublin,-,White,-,-,-,http://www.cars.ie/used-cars/OPEL-COMBO-2023-Dublin-1736440
152,OPEL COMBO,POA,OPEL,COMBO,1.5,Diesel,0,Manual,Van,2023,Dublin,-,White,-,-,-,http://www.cars.ie/used-cars/OPEL-COMBO-2023-Dublin-1736439
153,OPEL COMBO,POA,OPEL,COMBO,1.5,Diesel,0,Manual,Van,2023,Dublin,-,White,-,-,-,http://www.cars.ie/used-cars/OPEL-COMBO-2023-Dublin-1736438
154,OPEL COMBO,POA,OPEL,COMBO,1.5,Diesel,0,Manual,Van,2023,Dublin,-,White,-,-,-,http://www.cars.ie/used-cars/OPEL-COMBO-2023-Dublin-1736437
155,OPEL COMBO,POA,OPEL,COMBO,1.5,Diesel,0,Manual,Van,2023,Dublin,-,White,-,-,-,http://www.cars.ie/used-cars/OPEL-COMBO-2023-Dublin-1736436
156,OPEL COMBO,"€21,170",OPEL,COMBO,1.5,Diesel,0,Manual,Van,2023,Dublin,-,White,-,-,-,http://www.cars.ie/used-cars/OPEL-COMBO-2023-Dublin-1736435
157,OPEL COMBO,"€21,170",OPEL,COMBO,1.5,Diesel,0,Manual,Van,2023,Dublin,-,White,-,-,-,http://www.cars.ie/used-cars/OPEL-COMBO-2023-Dublin-1736434
158,OPEL COMBO,"€21,170",OPEL,COMBO,1.5,Diesel,0,Manual,Van,2023,Dublin,-,White,-,-,-,http://www.cars.ie/used-cars/OPEL-COMBO-2023-Dublin-1736433
159,OPEL COMBO,"€21,170",OPEL,COMBO,1.5,Diesel,0,Manual,Van,2023,Dublin,-,White,-,-,-,http://www.cars.ie/used-cars/OPEL-COMBO-2023-Dublin-1736432
160,OPEL COMBO,"€21,170",OPEL,COMBO,1.5,Diesel,0,Manual,Van,2023,Dublin,-,White,-,-,-,http://www.cars.ie/used-cars/OPEL-COMBO-2023-Dublin-1736431
161,OPEL COMBO,"€21,170",OPEL,COMBO,1.5,Diesel,0,Manual,Van,2023,Dublin,-,White,-,-,-,http://www.cars.ie/used-cars/OPEL-COMBO-2023-Dublin-1736430
162,OPEL COMBO,"€21,170",OPEL,COMBO,1.5,Diesel,0,Manual,Van,2023,Dublin,-,White,-,-,-,http://www.cars.ie/used-cars/OPEL-COMBO-2023-Dublin-1736429
163,OPEL COMBO,"€21,170",OPEL,COMBO,1.5,Diesel,0,Manual,Van,2023,Dublin,-,White,-,-,-,http://www.cars.ie/used-cars/OPEL-COMBO-2023-Dublin-1736428
164,OPEL COMBO,"€21,170",OPEL,COMBO,1.5,Diesel,0,Manual,Van,2023,Dublin,-,White,-,-,-,http://www.cars.ie/used-cars/OPEL-COMBO-2023-Dublin-1736427
165,OPEL COMBO,"€21,170",OPEL,COMBO,1.5,Diesel,0,Manual,Van,2023,Dublin,-,White,-,-,-,http://www.cars.ie/used-cars/OPEL-COMBO-2023-Dublin-1736426
166,OPEL VIVARO,"€28,975",OPEL,VIVARO,1.5,Diesel,0,Manual,Van,2023,Dublin,-,White,1,-,-,http://www.cars.ie/used-cars/OPEL-VIVARO-2023-Dublin-1736425
167,OPEL VIVARO,"€28,975",OPEL,VIVARO,1.5,Diesel,0,Manual,Van,2023,Dublin,-,White,1,-,-,http://www.cars.ie/used-cars/OPEL-VIVARO-2023-Dublin-1736424
168,OPEL VIVARO,"€28,975",OPEL,VIVARO,1.5,Diesel,0,Manual,Van,2023,Dublin,-,White,1,-,-,http://www.cars.ie/used-cars/OPEL-VIVARO-2023-Dublin-1736423
169,OPEL VIVARO,"€28,975",OPEL,VIVARO,1.5,Diesel,0,Manual,Van,2023,Dublin,-,White,1,-,-,http://www.cars.ie/used-cars/OPEL-VIVARO-2023-Dublin-1736422
170,OPEL VIVARO,"€28,975",OPEL,VIVARO,1.5,Diesel,0,Manual,Van,2023,Dublin,-,White,1,-,-,http://www.cars.ie/used-cars/OPEL-VIVARO-2023-Dublin-1736421
171,OPEL VIVARO,"€28,975",OPEL,VIVARO,1.5,Diesel,0,Manual,Van,2023,Dublin,-,White,1,-,-,http://www.cars.ie/used-cars/OPEL-VIVARO-2023-Dublin-1736420
172,OPEL VIVARO,"€28,975",OPEL,VIVARO,1.5,Diesel,0,Manual,Van,2023,Dublin,-,White,1,-,-,http://www.cars.ie/used-cars/OPEL-VIVARO-2023-Dublin-1736419
173,OPEL VIVARO,"€28,975",OPEL,VIVARO,1.5,Diesel,0,Manual,Van,2023,Dublin,-,White,1,-,-,http://www.cars.ie/used-cars/OPEL-VIVARO-2023-Dublin-1736418
174,OPEL VIVARO,"€28,975",OPEL,VIVARO,1.5,Diesel,0,Manual,Van,2023,Dublin,-,White,1,-,-,http://www.cars.ie/used-cars/OPEL-VIVARO-2023-Dublin-1736417
175,OPEL VIVARO,"€28,975",OPEL,VIVARO,1.5,Diesel,0,Manual,Van,2023,Dublin,-,White,1,-,-,http://www.cars.ie/used-cars/OPEL-VIVARO-2023-Dublin-1736416
176,OPEL VIVARO,€117,OPEL,VIVARO,1.5,Diesel,0,Manual,Van,2023,Dublin,-,White,1,-,-,http://www.cars.ie/used-cars/OPEL-VIVARO-2023-Dublin-1736415
177,OPEL VIVARO,€117,OPEL,VIVARO,1.5,Diesel,0,Manual,Van,2023,Dublin,-,White,1,-,-,http://www.cars.ie/used-cars/OPEL-VIVARO-2023-Dublin-1736414
178,OPEL VIVARO,€117,OPEL,VIVARO,1.5,Diesel,0,Manual,Van,2023,Dublin,-,White,1,-,-,http://www.cars.ie/used-cars/OPEL-VIVARO-2023-Dublin-1736413
179,OPEL VIVARO,€117,OPEL,VIVARO,1.5,Diesel,0,Manual,Van,2023,Dublin,-,White,1,-,-,http://www.cars.ie/used-cars/OPEL-VIVARO-2023-Dublin-1736412
180,OPEL VIVARO,€117,OPEL,VIVARO,1.5,Diesel,0,Manual,Van,2023,Dublin,-,White,1,-,-,http://www.cars.ie/used-cars/OPEL-VIVARO-2023-Dublin-1736411
181,OPEL VIVARO,€117,OPEL,VIVARO,1.5,Diesel,0,Manual,Van,2023,Dublin,-,White,1,-,-,http://www.cars.ie/used-cars/OPEL-VIVARO-2023-Dublin-1736410
182,OPEL VIVARO,€117,OPEL,VIVARO,1.5,Diesel,0,Manual,Van,2023,Dublin,-,White,1,-,-,http://www.cars.ie/used-cars/OPEL-VIVARO-2023-Dublin-1736409
183,OPEL VIVARO,€117,OPEL,VIVARO,1.5,Diesel,0,Manual,Van,2023,Dublin,-,White,1,-,-,http://www.cars.ie/used-cars/OPEL-VIVARO-2023-Dublin-1736408
184,FORD FOCUS,"€4,600",FORD,FOCUS,1.6,DIESEL,"143,487",Manual,HATCHBACK,2010,Cork,5,SILVER,3,Feb-2023,Jan-2023,http://www.cars.ie/used-cars/FORD-FOCUS-2010-Cork-1735859
185,OPEL VIVARO,€117,OPEL,VIVARO,1.5,Diesel,0,Manual,Van,2023,Dublin,-,White,1,-,-,http://www.cars.ie/used-cars/OPEL-VIVARO-2023-Dublin-1736407
186,OPEL VIVARO,€117,OPEL,VIVARO,1.5,Diesel,0,Manual,Van,2023,Dublin,-,White,1,-,-,http://www.cars.ie/used-cars/OPEL-VIVARO-2023-Dublin-1736406
187,OPEL MOVANO,"€32,390",OPEL,MOVANO,2.2,Diesel,0,Manual,Van,2023,Dublin,-,White,-,-,-,http://www.cars.ie/used-cars/OPEL-MOVANO-2023-Dublin-1736405
188,OPEL MOVANO,"€32,390",OPEL,MOVANO,2.2,Diesel,0,Manual,Van,2023,Dublin,-,White,-,-,-,http://www.cars.ie/used-cars/OPEL-MOVANO-2023-Dublin-1736404
189,OPEL MOVANO,"€32,390",OPEL,MOVANO,2.2,Diesel,0,Manual,Van,2023,Dublin,-,White,-,-,-,http://www.cars.ie/used-cars/OPEL-MOVANO-2023-Dublin-1736403
190,OPEL MOVANO,"€32,390",OPEL,MOVANO,2.2,Diesel,0,Manual,Van,2023,Dublin,-,White,-,-,-,http://www.cars.ie/used-cars/OPEL-MOVANO-2023-Dublin-1736402
191,OPEL MOVANO,"€32,350",OPEL,MOVANO,2.2,Diesel,0,Manual,Van,2023,Dublin,-,White,-,-,-,http://www.cars.ie/used-cars/OPEL-MOVANO-2023-Dublin-1736401
192,OPEL MOVANO,"€32,390",OPEL,MOVANO,2.2,Diesel,0,Manual,Van,2023,Dublin,-,White,-,-,-,http://www.cars.ie/used-cars/OPEL-MOVANO-2023-Dublin-1736400
193,OPEL MOVANO,"€32,390",OPEL,MOVANO,2.2,Diesel,0,Manual,Van,2023,Dublin,-,White,-,-,-,http://www.cars.ie/used-cars/OPEL-MOVANO-2023-Dublin-1736399
194,OPEL MOVANO,"€32,390",OPEL,MOVANO,2.2,Diesel,0,Manual,Van,2023,Dublin,-,White,-,-,-,http://www.cars.ie/used-cars/OPEL-MOVANO-2023-Dublin-1736398
195,OPEL MOVANO,"€32,390",OPEL,MOVANO,2.2,Diesel,0,Manual,Van,2023,Dublin,-,White,-,-,-,http://www.cars.ie/used-cars/OPEL-MOVANO-2023-Dublin-1736397
196,OPEL MOVANO,"€32,390",OPEL,MOVANO,2.2,Diesel,0,Manual,Van,2023,Dublin,-,White,-,-,-,http://www.cars.ie/used-cars/OPEL-MOVANO-2023-Dublin-1736396
197,OPEL MOVANO,"€32,390",OPEL,MOVANO,2.2,Diesel,0,Manual,Van,2023,Dublin,-,White,-,-,-,http://www.cars.ie/used-cars/OPEL-MOVANO-2023-Dublin-1736395
198,OPEL MOVANO,€136,OPEL,MOVANO,2.2,Diesel,0,Manual,Van,2023,Dublin,-,White,-,-,-,http://www.cars.ie/used-cars/OPEL-MOVANO-2023-Dublin-1736394
199,OPEL MOVANO,€136,OPEL,MOVANO,2.2,Diesel,0,Manual,Van,2023,Dublin,-,White,-,-,-,http://www.cars.ie/used-cars/OPEL-MOVANO-2023-Dublin-1736393
200,OPEL MOVANO,€136,OPEL,MOVANO,2.2,Diesel,0,Manual,Van,2023,Dublin,-,White,-,-,-,http://www.cars.ie/used-cars/OPEL-MOVANO-2023-Dublin-1736392
201,OPEL MOVANO,€136,OPEL,MOVANO,2.2,Diesel,0,Manual,Van,2023,Dublin,-,White,-,-,-,http://www.cars.ie/used-cars/OPEL-MOVANO-2023-Dublin-1736391
202,OPEL MOVANO,€136,OPEL,MOVANO,2.2,Diesel,0,Manual,Van,2023,Dublin,-,White,-,-,-,http://www.cars.ie/used-cars/OPEL-MOVANO-2023-Dublin-1736390
203,OPEL MOVANO,€136,OPEL,MOVANO,2.2,Diesel,0,Manual,Van,2023,Dublin,-,White,-,-,-,http://www.cars.ie/used-cars/OPEL-MOVANO-2023-Dublin-1736389
204,OPEL MOVANO,€136,OPEL,MOVANO,2.2,Diesel,0,Manual,Van,2023,Dublin,-,White,-,-,-,http://www.cars.ie/used-cars/OPEL-MOVANO-2023-Dublin-1736388
205,OPEL MOVANO,€136,OPEL,MOVANO,2.2,Diesel,0,Manual,Van,2023,Dublin,-,White,-,-,-,http://www.cars.ie/used-cars/OPEL-MOVANO-2023-Dublin-1736387
206,OPEL MOVANO,€136,OPEL,MOVANO,2.2,Diesel,0,Manual,Van,2023,Dublin,-,White,-,-,-,http://www.cars.ie/used-cars/OPEL-MOVANO-2023-Dublin-1736386
207,OPEL MOVANO,€136,OPEL,MOVANO,2.2,Diesel,0,Manual,Van,2023,Dublin,-,White,-,-,-,http://www.cars.ie/used-cars/OPEL-MOVANO-2023-Dublin-1736385
208,DACIA DUSTER,"€24,340",DACIA,DUSTER,1.5,Diesel,0,Manual,SUV,2023,Mayo,-,-,-,-,-,http://www.cars.ie/used-cars/DACIA-DUSTER-2023-Mayo-1736516
209,MERCEDES-BENZ GLC CLASS,"€59,995",MERCEDES-BENZ,GLC,2.0,Diesel,"53,799",Automatic,SUV,2021,Waterford,5,Grey,1,Jan-2023,Aug-2025,http://www.cars.ie/used-cars/MERCEDES-BENZ-GLC-CLASS-2021-Waterford-1736573
210,VOLKSWAGEN TRANSPORTER,"€34,142",VOLKSWAGEN,TRANSPORTER,2.0,Diesel,"3,195",Manual,Van,2022,Dublin,5,Grey,1,Jan-2023,-,http://www.cars.ie/used-cars/VOLKSWAGEN-TRANSPORTER-2022-Dublin-1736514
211,VOLKSWAGEN CADDY,"€18,695",VOLKSWAGEN,CADDY,2.0,Diesel,"37,499",Manual,MPV,2022,Dublin,5,White,1,Sep-2023,-,http://www.cars.ie/used-cars/VOLKSWAGEN-CADDY-2022-Dublin-1736513
212,VOLKSWAGEN TRANSPORTER,"€31,703",VOLKSWAGEN,TRANSPORTER,2.0,Diesel,"27,999",Manual,Van,2021,Dublin,5,White,1,Dec-2022,-,http://www.cars.ie/used-cars/VOLKSWAGEN-TRANSPORTER-2021-Dublin-1736512
213,RENAULT CLIO,POA,RENAULT,CLIO,0.0,Petrol,"89,539",Manual,Hatchback,2019,Cork,4,Red,1,Oct-2022,Jun-2023,http://www.cars.ie/used-cars/RENAULT-CLIO-2019-Cork-1736511
214,VOLKSWAGEN GOLF,POA,VOLKSWAGEN,GOLF,1.2,Petrol,"83,547",Automatic,Estate,2014,Cork,5,Black,1,-,-,http://www.cars.ie/used-cars/VOLKSWAGEN-GOLF-2014-Cork-1736572
215,MERCEDES-BENZ GLB,"€55,950",MERCEDES-BENZ,GLB,2.0,Diesel,"48,797",Automatic,Estate,2021,Sligo,5,Black,1,Aug-2022,Jul-2025,http://www.cars.ie/used-cars/MERCEDES-BENZ-GLB-2021-Sligo-1736571
216,MERCEDES-BENZ EQE,"€89,950",MERCEDES-BENZ,EQE,0.0,Electric,"1,999",Automatic,Saloon,2022,Sligo,4,Grey,1,Mar-2023,Oct-2026,http://www.cars.ie/used-cars/MERCEDES-BENZ-EQE-2022-Sligo-1736570
217,MERCEDES-BENZ C CLASS,"€37,950",MERCEDES-BENZ,C,1.6,Diesel,"77,242",Automatic,Saloon,2019,Sligo,4,Black,1,Oct-2022,Sep-2023,http://www.cars.ie/used-cars/MERCEDES-BENZ-C-CLASS-2019-Sligo-1736569
218,MERCEDES-BENZ E CLASS,"€64,950",MERCEDES-BENZ,E,2.0,Diesel,"35,438",Automatic,Coupe,2021,Sligo,2,Black,2,Jul-2022,Aug-2025,http://www.cars.ie/used-cars/MERCEDES-BENZ-E-CLASS-2021-Sligo-1736568
219,MERCEDES-BENZ A CLASS,"€36,950",MERCEDES-BENZ,A,1.5,Diesel,"55,081",Automatic,Hatchback,2020,Sligo,5,Silver,1,Oct-2022,Aug-2024,http://www.cars.ie/used-cars/MERCEDES-BENZ-A-CLASS-2020-Sligo-1736567
220,MERCEDES-BENZ CLA CLASS,"€28,950",MERCEDES-BENZ,CLA,1.6,Petrol,"66,501",Manual,Saloon,2018,Sligo,4,Blue,2,Oct-2022,Feb-2024,http://www.cars.ie/used-cars/MERCEDES-BENZ-CLA-CLASS-2018-Sligo-1736510
221,MERCEDES-BENZ A CLASS,"€56,950",MERCEDES-BENZ,A,2.0,Petrol,"9,999",Automatic,Saloon,2022,Sligo,4,Blue,1,Jan-2023,Aug-2026,http://www.cars.ie/used-cars/MERCEDES-BENZ-A-CLASS-2022-Sligo-1736566
222,MERCEDES-BENZ C CLASS,"€39,950",MERCEDES-BENZ,C,2.1,Diesel,"75,246",Automatic,Coupe,2018,Sligo,2,Black,1,Jun-2022,Mar-2022,http://www.cars.ie/used-cars/MERCEDES-BENZ-C-CLASS-2018-Sligo-1736565
223,MERCEDES-BENZ E CLASS,"€36,950",MERCEDES-BENZ,E,2.0,Diesel,"74,314",Automatic,Saloon,2018,Sligo,5,Blue,2,Mar-2023,Jul-2024,http://www.cars.ie/used-cars/MERCEDES-BENZ-E-CLASS-2018-Sligo-1736564
224,MERCEDES-BENZ B CLASS,"€27,950",MERCEDES-BENZ,B,1.5,Diesel,"56,197",Automatic,MPV,2018,Sligo,5,Black,2,Sep-2022,May-2024,http://www.cars.ie/used-cars/MERCEDES-BENZ-B-CLASS-2018-Sligo-1736563
225,DACIA SANDERO STEPWAY,"€9,900",DACIA,SANDERO,0.0,Petrol,"56,816",Manual,SUV,2015,Dublin,4,Black,4,Sep-2022,Jul-2023,http://www.cars.ie/used-cars/DACIA-SANDERO-STEPWAY-2015-Dublin-1736509
226,RENAULT CAPTUR,"€13,900",RENAULT,CAPTUR,1.5,Diesel,"94,782",Automatic,SUV,2015,Dublin,4,Black,2,Sep-2023,Jun-2023,http://www.cars.ie/used-cars/RENAULT-CAPTUR-2015-Dublin-1736562
227,RENAULT CAPTUR,"€12,900",RENAULT,CAPTUR,1.5,Diesel,"77,652",Manual,SUV,2015,Dublin,4,Black,3,Jan-2023,May-2023,http://www.cars.ie/used-cars/RENAULT-CAPTUR-2015-Dublin-1736508
228,RENAULT MEGANE,"€17,900",RENAULT,MEGANE,1.5,Diesel,"44,600",Manual,Hatchback,2018,Dublin,4,Blue,2,Jun-2023,Jan-2024,http://www.cars.ie/used-cars/RENAULT-MEGANE-2018-Dublin-1736507
229,VOLKSWAGEN TRANSPORTER,POA,VOLKSWAGEN,TRANSPORTER,2.0,Diesel,"21,280",Manual,Van,2021,Galway,5,Red,1,Jul-2023,-,http://www.cars.ie/used-cars/VOLKSWAGEN-TRANSPORTER-2021-Galway-1735868
230,FORD S-MAX,POA,FORD,S-MAX,2.0,Diesel,"147,433",Manual,MPV,2014,Kildare,4,Black,1,-,Jan-2024,http://www.cars.ie/used-cars/FORD-S-MAX-2014-Kildare-1736313
231,BMW X5,POA,BMW,X5,3.0,Diesel,"170,487",Automatic,SUV,2017,Kildare,4,Grey,4,-,Jan-2023,http://www.cars.ie/used-cars/BMW-X5-2017-Kildare-1736474
232,FORD TRANSIT CUSTOM,POA,FORD,TRANSIT,2.2,Diesel,"247,262",Manual,Van,2014,Kildare,4,Blue,1,-,Feb-2023,http://www.cars.ie/used-cars/FORD-TRANSIT-CUSTOM-2014-Kildare-1736325
233,RENAULT CAPTUR,"€27,490",RENAULT,CAPTUR,1.0,Petrol,"5,620",Manual,SUV,2022,Dublin,5,Orange,1,Dec-2022,Jan-2026,http://www.cars.ie/used-cars/RENAULT-CAPTUR-2022-Dublin-1736506
234,RENAULT MEGANE,"€23,900",RENAULT,MEGANE,1.6,Petrol,"59,999",Automatic,Hatchback,2018,Dublin,4,Red,5,Dec-2022,Jul-2022,http://www.cars.ie/used-cars/RENAULT-MEGANE-2018-Dublin-1736561
235,RENAULT CLIO,"€15,400",RENAULT,CLIO,0.0,Petrol,"47,070",Manual,Hatchback,2019,Dublin,4,Blue,2,Feb-2023,Jan-2023,http://www.cars.ie/used-cars/RENAULT-CLIO-2019-Dublin-1736505
236,FORD TRANSIT,"€19,595",FORD,TRANSIT,2.0,Diesel,"86,142",Manual,Van,2018,Wexford,3,White,1,Dec-2022,-,http://www.cars.ie/used-cars/FORD-TRANSIT-2018-Wexford-1736452
237,LAND ROVER DISCOVERY,POA,LAND,ROVER,2.0,Diesel,"150,015",Automatic,SUV,2017,Kildare,5,Red,3,-,Jan-2023,http://www.cars.ie/used-cars/LAND-ROVER-DISCOVERY-2017-Kildare-1736555
